latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
39.089977,-121.48069,306.62,0.46,0.64,2016/01/01,"907",N,VIIRS,n,"1",271.5,0.81,N,"0"
39.087772,-121.482552,313.09,0.46,0.64,2016/01/01,"907",N,VIIRS,n,"1",271.35,1.57,N,"0"
34.606022,-117.335243,301.71,0.5,0.49,2016/01/01,"908",N,VIIRS,n,"1",268.7,1.29,N,"2"
33.777344,-118.237244,296.88,0.55,0.51,2016/01/01,"908",N,VIIRS,n,"1",282.92,1.06,N,"2"
35.720783,-120.668213,299.23,0.39,0.6,2016/01/01,"908",N,VIIRS,n,"1",270.13,0.82,N,"0"
33.717255,-117.709106,299.71,0.51,0.49,2016/01/01,"908",N,VIIRS,n,"1",279.45,0.44,N,"2"
33.776833,-118.231232,296.04,0.55,0.51,2016/01/01,"908",N,VIIRS,n,"1",279.94,1.08,N,"2"
34.606983,-117.33902,295.06,0.5,0.49,2016/01/01,"908",N,VIIRS,n,"1",268.57,0.79,N,"2"
32.937832,-115.810417,299.55,0.39,0.44,2016/01/01,"909",N,VIIRS,n,"1",276.96,0.74,N,"0"
33.101643,-116.128815,306.36,0.41,0.45,2016/01/01,"909",N,VIIRS,n,"1",270.05,0.82,N,"0"
33.099785,-116.12793,308.06,0.41,0.45,2016/01/01,"909",N,VIIRS,n,"1",270.11,0.78,N,"0"
32.718716,-114.961372,309.67,0.53,0.42,2016/01/01,"909",N,VIIRS,n,"1",271.86,0.96,N,"0"
39.744389,-121.820221,315.72,0.33,0.55,2016/01/01,"1047",N,VIIRS,n,"1",269.85,0.77,N,"0"
38.069187,-122.136749,297.74,0.35,0.57,2016/01/01,"1048",N,VIIRS,n,"1",278.23,1.17,N,"2"
38.170876,-121.448853,306.84,0.38,0.59,2016/01/01,"1048",N,VIIRS,n,"1",271.5,0.86,N,"0"
36.030914,-119.002098,297.48,0.58,0.69,2016/01/01,"1048",N,VIIRS,n,"1",270.03,0.8,N,"0"
35.555588,-115.470535,326.75,0.46,0.39,2016/01/01,"2028",N,VIIRS,n,"1",281.69,2,D,"2"
39.066727,-120.430344,338.68,0.45,0.47,2016/01/01,"2029",N,VIIRS,n,"1",270.86,5.85,D,"0"
40.422283,-123.810333,308.25,0.47,0.39,2016/01/02,"1028",N,VIIRS,n,"1",269.34,1.28,N,"0"
40.41872,-123.811455,296.36,0.47,0.39,2016/01/02,"1028",N,VIIRS,n,"1",269.07,0.66,N,"0"
39.067226,-120.441986,315.68,0.47,0.47,2016/01/02,"1029",N,VIIRS,n,"1",264.16,1.83,N,"0"
33.77462,-118.227989,304.12,0.41,0.6,2016/01/02,"1030",N,VIIRS,n,"1",279.97,1.4,N,"2"
33.778732,-118.227203,295.48,0.41,0.6,2016/01/02,"1030",N,VIIRS,n,"1",278.32,0.54,N,"2"
33.776825,-118.236595,295.27,0.41,0.6,2016/01/02,"1030",N,VIIRS,n,"1",281.84,1.74,N,"2"
33.714397,-117.709557,300.04,0.43,0.62,2016/01/02,"1030",N,VIIRS,n,"1",276.02,0.45,N,"2"
36.1577,-121.180984,326.97,0.51,0.66,2016/01/02,"2010",N,VIIRS,n,"1",280.02,3.45,D,"0"
37.482689,-120.937134,326.35,0.43,0.46,2016/01/03,"2131",N,VIIRS,n,"1",281.67,2.38,D,"0"
34.621582,-117.100563,302.71,0.4,0.37,2016/01/05,"933",N,VIIRS,n,"1",277.16,1.13,N,"2"
34.606888,-117.335175,300.14,0.4,0.37,2016/01/05,"933",N,VIIRS,n,"1",276.65,0.55,N,"2"
34.33279,-118.520599,296.21,0.47,0.48,2016/01/06,"914",N,VIIRS,n,"1",275.74,0.51,N,"2"
34.606186,-117.334221,299.18,0.41,0.45,2016/01/06,"914",N,VIIRS,n,"1",276.2,1.18,N,"2"
34.150982,-118.193611,295.75,0.45,0.47,2016/01/06,"915",N,VIIRS,n,"1",277.54,0.62,N,"2"
33.819397,-118.245026,295.07,0.45,0.47,2016/01/06,"915",N,VIIRS,n,"1",283.11,0.76,N,"2"
34.092533,-117.528816,322.91,0.41,0.45,2016/01/06,"915",N,VIIRS,n,"1",279.54,2.08,N,"2"
33.81414,-118.235901,295.37,0.45,0.47,2016/01/06,"915",N,VIIRS,n,"1",283.48,1.59,N,"2"
34.093002,-117.53331,314.35,0.41,0.45,2016/01/06,"915",N,VIIRS,n,"1",279.64,2.32,N,"2"
33.819164,-118.243057,295.33,0.49,0.65,2016/01/07,"1036",N,VIIRS,n,"1",282.13,1,N,"2"
36.687088,-120.58931,332.88,0.38,0.59,2016/01/07,"2016",N,VIIRS,n,"1",280.16,1.88,D,"0"
36.652779,-119.597923,327.3,0.34,0.56,2016/01/07,"2016",N,VIIRS,n,"1",285.1,1.78,D,"0"
36.651482,-119.596367,326.93,0.34,0.56,2016/01/07,"2016",N,VIIRS,n,"1",285.01,1.77,D,"0"
35.49678,-119.19326,350.88,0.57,0.69,2016/01/07,"2156",N,VIIRS,n,"1",283.24,4.92,D,"0"
36.809608,-119.913864,345.97,0.53,0.67,2016/01/07,"2156",N,VIIRS,n,"1",282.89,11.28,D,"0"
36.807068,-119.910408,355.42,0.53,0.67,2016/01/07,"2156",N,VIIRS,n,"1",283.36,19.73,D,"0"
35.490307,-119.191238,341.4,0.57,0.69,2016/01/07,"2156",N,VIIRS,n,"1",284.33,6.37,D,"0"
35.490303,-119.192932,338.82,0.57,0.69,2016/01/07,"2156",N,VIIRS,n,"1",284.53,4.92,D,"0"
36.806839,-119.916542,356.59,0.53,0.67,2016/01/07,"2156",N,VIIRS,n,"1",284.04,14.81,D,"0"
36.803307,-119.913536,367,0.53,0.67,2016/01/07,"2156",N,VIIRS,l,"1",286.94,11.28,D,"0"
35.496788,-119.191551,351.98,0.57,0.69,2016/01/07,"2156",N,VIIRS,n,"1",283.57,6.37,D,"0"
34.091995,-117.530327,311.75,0.71,0.75,2016/01/08,"837",N,VIIRS,n,"1",275.58,3.8,N,"2"
34.09634,-117.532364,306.58,0.71,0.75,2016/01/08,"837",N,VIIRS,n,"1",275.27,1.56,N,"2"
38.003948,-121.93528,297.97,0.45,0.39,2016/01/08,"1016",N,VIIRS,n,"1",276.08,0.66,N,"2"
38.214409,-121.985199,296,0.45,0.39,2016/01/08,"1016",N,VIIRS,n,"1",274.25,0.59,N,"2"
37.7271,-120.881538,328.31,0.5,0.41,2016/01/08,"1016",N,VIIRS,n,"1",274.95,3.26,N,"0"
37.730785,-120.880371,305.67,0.5,0.41,2016/01/08,"1016",N,VIIRS,n,"1",274.77,3.26,N,"0"
33.775349,-118.2285,296,0.54,0.51,2016/01/08,"1017",N,VIIRS,n,"1",280.02,0.72,N,"2"
33.848602,-118.333481,295.17,0.53,0.5,2016/01/08,"1017",N,VIIRS,n,"1",278.59,1.91,N,"2"
34.094482,-117.534904,317.66,0.58,0.52,2016/01/08,"1017",N,VIIRS,n,"1",277.04,3.32,N,"2"
33.714394,-117.712433,301.14,0.58,0.52,2016/01/08,"1017",N,VIIRS,n,"1",276.72,1.15,N,"2"
34.093006,-117.528694,315.74,0.58,0.52,2016/01/08,"1017",N,VIIRS,n,"1",276.51,2.35,N,"2"
37.454079,-121.931702,305.23,0.46,0.39,2016/01/08,"1017",N,VIIRS,n,"1",275.76,1.07,N,"2"
35.711906,-119.178017,295.94,0.44,0.46,2016/01/08,"1017",N,VIIRS,n,"1",274.88,0.63,N,"0"
34.093693,-117.533745,327.88,0.54,0.68,2016/01/08,"1956",N,VIIRS,n,"1",287.49,3.33,D,"2"
35.535339,-115.455315,342.91,0.39,0.59,2016/01/08,"1956",N,VIIRS,n,"1",281.12,4.85,D,"2"
35.575127,-115.477097,328.57,0.5,0.66,2016/01/08,"2137",N,VIIRS,n,"1",278.93,3.73,D,"2"
37.198853,-120.293251,325.51,0.56,0.51,2016/01/08,"2137",N,VIIRS,n,"1",283.78,2.71,D,"0"
34.29121,-118.800621,297.51,0.44,0.38,2016/01/09,"958",N,VIIRS,n,"1",275.12,0.7,N,"2"
34.333378,-118.516937,311.37,0.45,0.39,2016/01/09,"958",N,VIIRS,n,"1",274.36,0.86,N,"2"
34.095039,-117.529564,311.58,0.5,0.41,2016/01/09,"958",N,VIIRS,n,"1",275.66,1.47,N,"2"
34.091351,-117.530586,297.36,0.5,0.41,2016/01/09,"958",N,VIIRS,n,"1",274.8,1.47,N,"2"
34.081329,-117.499565,295.92,0.5,0.41,2016/01/09,"958",N,VIIRS,n,"1",275.76,1.47,N,"2"
33.925587,-118.430374,307.92,0.46,0.39,2016/01/09,"959",N,VIIRS,n,"1",279.9,1.3,N,"3"
33.77705,-118.227814,299.57,0.47,0.4,2016/01/09,"959",N,VIIRS,n,"1",279.71,0.91,N,"2"
33.612011,-117.822433,296.77,0.49,0.4,2016/01/09,"959",N,VIIRS,n,"1",277.37,0.51,N,"2"
33.71489,-117.709511,307.01,0.5,0.41,2016/01/09,"959",N,VIIRS,n,"1",277.43,1.5,N,"2"
33.817768,-118.243103,295.71,0.47,0.4,2016/01/09,"959",N,VIIRS,n,"1",280.93,0.67,N,"2"
34.093773,-117.531303,336.43,0.52,0.41,2016/01/11,"921",N,VIIRS,n,"1",281.05,3.81,N,"2"
33.019733,-115.467133,330.03,0.4,0.37,2016/01/11,"2039",N,VIIRS,n,"1",290.08,1.82,D,"0"
32.782738,-115.501244,327.52,0.4,0.37,2016/01/11,"2039",N,VIIRS,n,"1",290.01,1.49,D,"0"
37.057774,-120.218994,332.24,0.51,0.41,2016/01/11,"2041",N,VIIRS,n,"1",270.96,7.48,D,"0"
36.5378,-119.613045,329.83,0.49,0.4,2016/01/11,"2041",N,VIIRS,n,"1",280.4,4.97,D,"0"
36.281944,-119.118965,328.88,0.47,0.4,2016/01/11,"2041",N,VIIRS,n,"1",279.68,2.96,D,"0"
36.540291,-119.61142,329.46,0.49,0.4,2016/01/11,"2041",N,VIIRS,n,"1",279.34,3.27,D,"0"
34.094315,-117.527855,312.05,0.62,0.54,2016/01/12,"902",N,VIIRS,n,"1",274.65,1.75,N,"2"
33.803455,-118.244972,295.49,0.34,0.56,2016/01/12,"902",N,VIIRS,n,"1",283.56,0.68,N,"2"
33.803093,-118.242798,296.94,0.34,0.56,2016/01/12,"902",N,VIIRS,n,"1",283.51,0.51,N,"2"
33.613911,-117.822433,298.44,0.32,0.55,2016/01/12,"902",N,VIIRS,n,"1",279.02,0.3,N,"2"
33.776558,-118.238281,298.52,0.34,0.56,2016/01/12,"902",N,VIIRS,n,"1",283.32,0.88,N,"2"
33.813347,-118.236404,295.29,0.34,0.56,2016/01/12,"902",N,VIIRS,n,"1",282.45,0.74,N,"2"
33.81321,-118.237991,298.25,0.34,0.56,2016/01/12,"902",N,VIIRS,n,"1",284.58,1.1,N,"2"
34.094826,-117.534698,311.98,0.62,0.54,2016/01/12,"902",N,VIIRS,n,"1",275.69,2.6,N,"2"
33.819065,-118.243294,302.18,0.34,0.56,2016/01/12,"902",N,VIIRS,n,"1",284.56,0.82,N,"2"
33.716209,-117.710403,296.36,0.63,0.54,2016/01/12,"902",N,VIIRS,n,"1",280.68,0.48,N,"2"
34.092964,-117.528542,311.91,0.64,0.72,2016/01/12,"1042",N,VIIRS,n,"1",272.17,2.72,N,"2"
34.090576,-117.53051,306.43,0.64,0.72,2016/01/12,"1042",N,VIIRS,n,"1",271.94,1.76,N,"2"
35.557041,-115.4729,327.48,0.54,0.42,2016/01/12,"2021",N,VIIRS,n,"1",283.48,2.11,D,"2"
35.575047,-115.484207,329.93,0.54,0.42,2016/01/12,"2021",N,VIIRS,n,"1",283.65,3.47,D,"2"
34.268997,-119.13105,337.46,0.6,0.53,2016/01/12,"2021",N,VIIRS,n,"1",292.27,6.13,D,"0"
34.095207,-117.532326,337.77,0.49,0.49,2016/01/12,"2021",N,VIIRS,n,"1",296,3.18,D,"2"
36.685265,-119.349892,329.82,0.54,0.51,2016/01/12,"2022",N,VIIRS,n,"1",287.74,2.63,D,"0"
38.192383,-120.902954,353.19,0.6,0.53,2016/01/12,"2022",N,VIIRS,n,"1",283.69,11.88,D,"0"
38.194695,-120.905342,347.38,0.6,0.53,2016/01/12,"2022",N,VIIRS,n,"1",282.64,13.96,D,"0"
36.36219,-120.300629,348.02,0.62,0.54,2016/01/12,"2022",N,VIIRS,n,"1",294.4,30.16,D,"0"
36.361118,-120.298866,340.29,0.62,0.54,2016/01/12,"2022",N,VIIRS,n,"1",291.62,8.95,D,"0"
36.160557,-119.149086,325.36,0.71,0.75,2016/01/12,"2202",N,VIIRS,n,"1",283.31,3.2,D,"0"
36.156097,-119.149017,325.13,0.71,0.75,2016/01/12,"2202",N,VIIRS,n,"1",284.43,3.28,D,"0"
34.092361,-117.532639,304.12,0.58,0.7,2016/01/13,"843",N,VIIRS,n,"1",262.7,0.9,N,"2"
34.066525,-117.441048,323.45,0.36,0.57,2016/01/13,"1023",N,VIIRS,n,"1",263.35,15.05,N,"0"
34.095753,-117.534363,307.18,0.36,0.57,2016/01/13,"1023",N,VIIRS,n,"1",271.96,1.45,N,"2"
34.064575,-117.43338,316.85,0.36,0.57,2016/01/13,"1023",N,VIIRS,n,"1",262.78,3.76,N,"0"
34.063599,-117.429527,295.65,0.36,0.57,2016/01/13,"1023",N,VIIRS,n,"1",260.54,3.76,N,"0"
34.065552,-117.437218,355.61,0.36,0.57,2016/01/13,"1023",N,VIIRS,n,"1",275.57,15.05,N,"0"
34.067493,-117.44487,296.72,0.36,0.57,2016/01/13,"1023",N,VIIRS,n,"1",262.68,1.98,N,"0"
34.094791,-117.530579,308.7,0.36,0.57,2016/01/13,"1023",N,VIIRS,n,"1",272.73,1.65,N,"2"
34.081009,-117.498146,300.65,0.36,0.57,2016/01/13,"1023",N,VIIRS,n,"1",270.73,0.98,N,"2"
34.35379,-116.851616,297.89,0.38,0.59,2016/01/13,"1023",N,VIIRS,n,"1",273.2,0.75,N,"2"
33.802113,-118.242035,297.83,0.33,0.55,2016/01/13,"1024",N,VIIRS,n,"1",282.13,0.69,N,"2"
33.774418,-118.227798,306.65,0.33,0.55,2016/01/13,"1024",N,VIIRS,n,"1",280.85,0.97,N,"3"
33.776131,-118.234848,295.99,0.33,0.55,2016/01/13,"1024",N,VIIRS,n,"1",282.38,0.83,N,"3"
33.794533,-118.233223,299.64,0.33,0.55,2016/01/13,"1024",N,VIIRS,n,"1",282.64,0.79,N,"2"
33.818676,-118.243729,297.78,0.33,0.55,2016/01/13,"1024",N,VIIRS,n,"1",280.98,0.83,N,"2"
37.151161,-120.394653,350.14,0.52,0.67,2016/01/13,"2003",N,VIIRS,n,"1",285.92,11.44,D,"0"
36.650249,-120.096825,341.29,0.52,0.67,2016/01/13,"2003",N,VIIRS,n,"1",285.9,4.29,D,"0"
34.314823,-118.950066,325.01,0.53,0.67,2016/01/13,"2003",N,VIIRS,n,"1",284.58,2.89,D,"0"
34.374035,-118.993073,333.89,0.53,0.67,2016/01/13,"2003",N,VIIRS,n,"1",286.09,3.2,D,"0"
34.386471,-118.854691,326.2,0.52,0.67,2016/01/13,"2003",N,VIIRS,n,"1",285.52,2.63,D,"0"
34.266491,-119.128838,328.31,0.37,0.58,2016/01/13,"2143",N,VIIRS,n,"1",287.33,1.96,D,"0"
36.83168,-120.102959,336.72,0.35,0.56,2016/01/13,"2144",N,VIIRS,n,"1",290.08,3.79,D,"0"
36.653614,-120.095802,339.46,0.34,0.56,2016/01/13,"2144",N,VIIRS,n,"1",287.63,4.13,D,"0"
37.150139,-120.393234,367,0.34,0.56,2016/01/13,"2144",N,VIIRS,h,"1",290.68,10.63,D,"0"
39.652241,-121.419632,309.82,0.39,0.36,2016/01/14,"1003",N,VIIRS,n,"1",275.88,1.62,N,"0"
39.482307,-121.277985,305.64,0.39,0.36,2016/01/14,"1003",N,VIIRS,n,"1",275.53,1.19,N,"0"
39.48632,-121.281509,298.07,0.39,0.36,2016/01/14,"1003",N,VIIRS,n,"1",274.28,1.19,N,"0"
38.003067,-121.932701,306.06,0.39,0.36,2016/01/14,"1004",N,VIIRS,n,"1",277.32,0.74,N,"2"
38.070202,-122.13736,302.12,0.38,0.36,2016/01/14,"1004",N,VIIRS,n,"1",282.59,1.26,N,"3"
36.182678,-119.147293,316.25,0.46,0.39,2016/01/14,"1004",N,VIIRS,n,"1",276.29,2.43,N,"0"
38.014675,-122.11087,300.59,0.38,0.36,2016/01/14,"1004",N,VIIRS,n,"1",281.63,1.37,N,"2"
38.215603,-121.985733,295.95,0.39,0.36,2016/01/14,"1004",N,VIIRS,n,"1",276.67,0.53,N,"2"
37.184685,-121.677277,298.44,0.39,0.36,2016/01/14,"1004",N,VIIRS,n,"1",277.33,0.52,N,"2"
36.74712,-121.606056,295.79,0.39,0.36,2016/01/14,"1004",N,VIIRS,n,"1",278.03,0.63,N,"0"
37.700214,-120.270081,295.88,0.41,0.37,2016/01/14,"1004",N,VIIRS,n,"1",274.43,0.52,N,"0"
34.620831,-117.100494,303.46,0.41,0.45,2016/01/14,"1004",N,VIIRS,n,"1",276.81,1.13,N,"2"
37.146454,-120.391808,317.22,0.41,0.37,2016/01/14,"1004",N,VIIRS,n,"1",276.02,4.08,N,"0"
37.883198,-121.186295,296.49,0.39,0.36,2016/01/14,"1004",N,VIIRS,n,"1",275.86,0.44,N,"2"
37.454983,-121.932861,305.9,0.39,0.36,2016/01/14,"1004",N,VIIRS,n,"1",277.44,0.98,N,"2"
37.149837,-120.390869,328.96,0.41,0.37,2016/01/14,"1004",N,VIIRS,n,"1",278.59,4.08,N,"0"
34.354546,-116.852417,295.5,0.42,0.45,2016/01/14,"1004",N,VIIRS,n,"1",274.31,0.94,N,"2"
33.715927,-117.710213,309.46,0.39,0.44,2016/01/14,"1005",N,VIIRS,n,"1",280.56,1.15,N,"2"
33.794235,-118.231773,298.75,0.55,0.43,2016/01/14,"1005",N,VIIRS,n,"1",285.1,1.31,N,"2"
34.318222,-118.511185,298.15,0.53,0.42,2016/01/14,"1005",N,VIIRS,n,"1",279.96,0.83,N,"2"
33.612339,-117.82299,300.52,0.39,0.44,2016/01/14,"1005",N,VIIRS,n,"1",280.81,0.43,N,"2"
33.804363,-118.241341,295.69,0.55,0.43,2016/01/14,"1005",N,VIIRS,n,"1",285.55,1.47,N,"2"
34.335609,-118.51844,297.73,0.53,0.42,2016/01/14,"1005",N,VIIRS,n,"1",279.54,0.74,N,"2"
35.793549,-119.186241,328.3,0.42,0.45,2016/01/14,"2124",N,VIIRS,n,"1",278.44,1.57,D,"0"
34.132137,-119.071968,327.66,0.4,0.44,2016/01/14,"2124",N,VIIRS,n,"1",269.37,2.53,D,"0"
37.730301,-118.999664,339.44,0.45,0.47,2016/01/14,"2125",N,VIIRS,n,"1",275.47,8.04,D,"0"
33.851215,-118.331566,295.94,0.39,0.36,2016/01/15,"946",N,VIIRS,n,"1",284.52,0.55,N,"2"
33.794136,-117.475716,300.61,0.4,0.37,2016/01/15,"946",N,VIIRS,n,"1",279.2,0.65,N,"2"
33.907909,-118.410233,298.24,0.39,0.36,2016/01/15,"946",N,VIIRS,n,"1",285.43,1.27,N,"2"
32.858738,-117.148262,295.93,0.41,0.37,2016/01/15,"946",N,VIIRS,n,"1",280.73,0.28,N,"2"
33.614086,-117.82299,298.17,0.39,0.36,2016/01/15,"946",N,VIIRS,n,"1",280.12,0.49,N,"2"
33.777565,-118.236816,300.99,0.39,0.36,2016/01/15,"946",N,VIIRS,n,"1",286.18,0.83,N,"2"
32.599022,-117.01223,296.14,0.42,0.37,2016/01/15,"946",N,VIIRS,n,"1",279.62,0.65,N,"2"
33.79258,-118.349663,302.31,0.39,0.36,2016/01/15,"946",N,VIIRS,n,"1",279.67,0.56,N,"2"
34.092205,-117.531845,297.12,0.4,0.37,2016/01/15,"946",N,VIIRS,n,"1",279.88,0.9,N,"2"
34.242668,-118.379761,297.02,0.39,0.36,2016/01/15,"946",N,VIIRS,n,"1",277.62,0.57,N,"2"
33.714046,-117.709061,315.91,0.39,0.36,2016/01/15,"946",N,VIIRS,n,"1",281.1,1.23,N,"2"
34.318645,-118.512878,297.95,0.38,0.36,2016/01/15,"946",N,VIIRS,n,"1",278.88,0.55,N,"2"
34.622997,-117.099525,307.64,0.4,0.37,2016/01/15,"946",N,VIIRS,n,"1",278.03,1.13,N,"2"
34.355244,-116.851875,297.05,0.41,0.37,2016/01/15,"946",N,VIIRS,n,"1",279.98,0.66,N,"2"
35.535282,-115.450508,325.49,0.55,0.43,2016/01/15,"2105",N,VIIRS,n,"1",284.77,1.66,D,"2"
35.556381,-115.467628,325.42,0.55,0.43,2016/01/15,"2105",N,VIIRS,n,"1",284.71,1.82,D,"2"
35.796997,-119.187416,335.24,0.4,0.37,2016/01/15,"2105",N,VIIRS,n,"1",290.19,3.8,D,"0"
35.94907,-119.2985,329.95,0.4,0.37,2016/01/15,"2106",N,VIIRS,n,"1",290.33,2.6,D,"0"
36.131542,-119.057167,331.93,0.41,0.37,2016/01/15,"2106",N,VIIRS,n,"1",291.86,7.06,D,"0"
36.974564,-119.948357,331.88,0.4,0.37,2016/01/15,"2106",N,VIIRS,n,"1",287.1,11.86,D,"0"
35.949673,-119.29406,329.63,0.4,0.37,2016/01/15,"2106",N,VIIRS,n,"1",288.96,2.6,D,"0"
36.595127,-120.024498,352.38,0.39,0.36,2016/01/15,"2106",N,VIIRS,n,"1",292.85,12.34,D,"0"
36.134945,-119.057846,333.5,0.41,0.37,2016/01/15,"2106",N,VIIRS,n,"1",290.66,7.97,D,"0"
36.656757,-119.829315,333.09,0.4,0.37,2016/01/15,"2106",N,VIIRS,n,"1",289.68,2.25,D,"0"
36.634846,-119.788239,325.25,0.4,0.37,2016/01/15,"2106",N,VIIRS,n,"1",289.59,1.79,D,"0"
36.903702,-119.705841,338.8,0.4,0.37,2016/01/15,"2106",N,VIIRS,n,"1",287.62,4.06,D,"0"
37.381824,-120.531296,331.47,0.39,0.36,2016/01/15,"2106",N,VIIRS,n,"1",285.87,4.64,D,"0"
36.500927,-119.593277,330.34,0.4,0.37,2016/01/15,"2106",N,VIIRS,n,"1",287.75,2.36,D,"0"
36.534866,-119.319443,339.56,0.4,0.37,2016/01/15,"2106",N,VIIRS,n,"1",289.2,4.24,D,"0"
38.209869,-121.314323,327.14,0.39,0.36,2016/01/15,"2106",N,VIIRS,n,"1",278.19,1.34,D,"0"
37.547688,-120.558548,328.99,0.39,0.36,2016/01/15,"2106",N,VIIRS,n,"1",284.92,2.48,D,"0"
37.38245,-120.526901,329.31,0.39,0.36,2016/01/15,"2106",N,VIIRS,n,"1",284.66,4.64,D,"0"
33.715313,-117.71241,316.09,0.45,0.39,2016/01/16,"927",N,VIIRS,n,"1",279.54,1.73,N,"2"
33.716187,-117.709175,309.83,0.45,0.39,2016/01/16,"927",N,VIIRS,n,"1",279.78,1.36,N,"2"
33.715107,-117.710648,326.56,0.41,0.37,2016/01/16,"2046",N,VIIRS,n,"1",292.3,1.94,D,"2"
33.715691,-117.709839,325.02,0.41,0.37,2016/01/16,"2046",N,VIIRS,n,"1",291.93,2.04,D,"2"
36.665611,-119.824112,334.17,0.44,0.38,2016/01/16,"2047",N,VIIRS,n,"1",287.92,3.25,D,"0"
35.457447,-119.085716,344.09,0.43,0.38,2016/01/16,"2047",N,VIIRS,n,"1",280.01,5.83,D,"0"
33.77726,-118.229126,298.83,0.55,0.51,2016/01/17,"908",N,VIIRS,n,"1",284.32,0.85,N,"2"
33.714149,-117.712151,306.33,0.51,0.5,2016/01/17,"908",N,VIIRS,n,"1",281.94,0.92,N,"2"
33.777763,-118.235138,298.43,0.55,0.51,2016/01/17,"908",N,VIIRS,n,"1",286.3,1.18,N,"2"
35.304874,-120.315491,307.47,0.37,0.58,2016/01/17,"908",N,VIIRS,n,"1",278.48,0.78,N,"0"
34.09454,-117.52739,300.56,0.43,0.62,2016/01/18,"1030",N,VIIRS,n,"1",268.9,1.11,N,"2"
36.361053,-119.816269,333.52,0.43,0.62,2016/01/18,"2009",N,VIIRS,n,"1",285.89,2.55,D,"0"
36.359829,-119.814224,340.81,0.43,0.62,2016/01/18,"2009",N,VIIRS,n,"1",285.34,4.7,D,"0"
36.358582,-119.818893,330.62,0.43,0.62,2016/01/18,"2009",N,VIIRS,n,"1",285.75,2.91,D,"0"
36.359776,-119.820915,328.13,0.43,0.62,2016/01/18,"2009",N,VIIRS,n,"1",286.07,2.55,D,"0"
37.034439,-120.340408,336.98,0.41,0.61,2016/01/18,"2150",N,VIIRS,n,"1",287.82,2.79,D,"0"
34.091942,-117.527527,295.64,0.48,0.48,2016/01/19,"1011",N,VIIRS,n,"1",280.35,0.9,N,"2"
34.620998,-117.098114,296.91,0.49,0.49,2016/01/19,"1011",N,VIIRS,n,"1",275.48,1.04,N,"2"
34.092445,-117.531273,296.21,0.48,0.48,2016/01/19,"1011",N,VIIRS,n,"1",278.57,1.31,N,"2"
37.455482,-121.930573,304.56,0.41,0.37,2016/01/20,"951",N,VIIRS,n,"1",280.68,0.83,N,"2"
33.717583,-117.710373,299.31,0.43,0.38,2016/01/20,"952",N,VIIRS,n,"1",284.04,0.9,N,"2"
34.622913,-117.101288,310.66,0.44,0.38,2016/01/20,"952",N,VIIRS,n,"1",280.81,1.4,N,"2"
33.714123,-117.71122,306.92,0.43,0.38,2016/01/20,"952",N,VIIRS,n,"1",283.79,0.9,N,"2"
34.241699,-118.381424,299.84,0.41,0.37,2016/01/20,"952",N,VIIRS,n,"1",283.21,0.75,N,"2"
35.250687,-119.577812,296.63,0.39,0.36,2016/01/20,"952",N,VIIRS,n,"1",282.97,0.74,N,"2"
34.494606,-115.497253,297.26,0.51,0.41,2016/01/20,"952",N,VIIRS,n,"1",280.37,1.5,N,"0"
34.493511,-115.491753,296.64,0.51,0.41,2016/01/20,"952",N,VIIRS,n,"1",279.51,0.77,N,"0"
34.354454,-116.851822,300.71,0.45,0.39,2016/01/20,"952",N,VIIRS,n,"1",278.43,0.98,N,"2"
34.092655,-117.531364,338.94,0.5,0.41,2016/01/20,"2111",N,VIIRS,n,"1",297.44,4.91,D,"2"
33.336357,-116.783775,332.83,0.53,0.42,2016/01/20,"2111",N,VIIRS,n,"1",295.91,4.62,D,"0"
32.724865,-115.555298,334.99,0.4,0.45,2016/01/20,"2111",N,VIIRS,n,"1",301.67,4.15,D,"0"
37.793324,-121.146904,331.1,0.41,0.37,2016/01/20,"2112",N,VIIRS,n,"1",290.72,4.69,D,"0"
38.994114,-122.055901,331.84,0.4,0.37,2016/01/20,"2113",N,VIIRS,n,"1",281.15,3.92,D,"0"
34.036812,-118.10527,296.82,0.41,0.37,2016/01/21,"933",N,VIIRS,n,"1",281.81,0.39,N,"2"
34.242176,-118.380936,302.84,0.42,0.38,2016/01/21,"933",N,VIIRS,n,"1",277.56,0.63,N,"2"
34.039841,-117.822556,298.32,0.41,0.37,2016/01/21,"933",N,VIIRS,n,"1",281.38,0.57,N,"2"
34.290749,-118.800201,300.42,0.44,0.38,2016/01/21,"933",N,VIIRS,n,"1",280.17,0.45,N,"2"
34.33646,-118.519981,295.77,0.43,0.38,2016/01/21,"933",N,VIIRS,n,"1",281.04,0.34,N,"2"
34.093243,-117.530457,333.14,0.4,0.37,2016/01/21,"933",N,VIIRS,n,"1",281.48,2.61,N,"2"
34.078884,-117.502342,299.75,0.4,0.37,2016/01/21,"933",N,VIIRS,n,"1",280.5,1,N,"2"
33.924625,-118.427872,303.53,0.42,0.38,2016/01/21,"933",N,VIIRS,n,"1",283.32,0.72,N,"3"
34.033993,-118.103218,302.8,0.41,0.37,2016/01/21,"933",N,VIIRS,n,"1",281.93,0.44,N,"2"
33.795387,-117.475853,295.71,0.4,0.37,2016/01/21,"933",N,VIIRS,n,"1",280.95,0.4,N,"2"
